english,russian
Handle,"Управляться, обращаться"
Handsome,Красивый (обычно о мужчинах)
Handwriting,Почерк
Handy,Удобный
"Hang (hung, hung)","Висеть, вешать"
Hang around,"Зависать, слоняться"
Hang out,Тусоваться где-то
Hangover,Похмелье
Happen,"Случиться, происходить"
Harass,"Тревожить, изводить"
Harbor (harbour),"Гавань, порт"
Hardly,Едва
Hardware,Аппаратные средства
Hardy,Выносливый
Harm,"Вред, вредить"
Harness,"Запрягать, обуздывать"
Harp,Арфа
Harsh,"Резкий, суровый, грубый"
Harvest,"Урожай, собирать урожай"
Hassle,"Трудность, неудобство"
Haste,Спешка
Hat,Шляпа
Hatch,Люк
Hatred,Ненависть
Haul,"Тащить, тянуть, буксировать"
Haunt,"Являться, преследовать (перен.)"
Hawk,Ястреб
Hay,Сено
Hazard,"Опасность, риск, угроза"
Haze,"Дымка, туман"
Head for,Направляться
Head off,"Выйти, отправиться"
Headlight,Передняя фара
Headline,Заголовок
Headquarters,Штаб-квартира
Heal,"Лечить, заживать"
Healthcare,Здравоохранение
Heap,Куча
Heat,"Тепло, нагревать"
Heat up,Разогреть
Heave,Вздыматься
Heaven,Небеса
Hebrew,Еврейский
Hectic ,"Беспокойный, напряжённый"
Hedge,Живая изгородь
Heed,"Прислушиваться, учитывать"
Heel,"Каблук, пятка"
Hefty,Большой и тяжёлый
Height,"Высота, рост"
Heir,Наследник
Helicopter,Вертолёт
Helm,"Руль, штурвал"
Helmet (helm),Шлем
Help out,Выручить
Helpful,Полезный
Helpless,Беспомощный
Hemisphere,Полушарие
Hen,Курица
Hence,"Отсюда (следует, происходит)"
Herald,"Возвестить, вестник"
Herb,Трава
Herd,"Стадо, пасти"
Heritage,Наследие
Hero,Герой
Hesitate,"Колебаться, медлить"
"Hide (hid, hidden)",Скрывать
Hideous,"Отвратительный, ужасный"
Hierarchy,Иерархия
High-end,"Высококлассный, лидирующий"
Highlight,"Выделить, подсветить"
Highway,Шоссе
Hijack,Угонять
Hike,"Поход, ходить в поход"
Hilarious,"Веселый, забавный, смешной"
Hill,Холм
Hinder,"Мешать, затруднять"
Hinge,"Петля, шарнир"
Hint,"Намёк, намекать"
Hip,"Таз, поясница"
Hire,Нанимать
Hiss,Шипеть
"Hit (hit, hit)","Ударить, удар"
"Hit (hit, hit)","Попасть, достичь"
Hit back,"Отыграться, отбиться"
Hit on,"Клеить, подкатывать"
Hitch,"Заминка, помеха"
Hoard,"Копить, накопление, клад"
Hobble,Прихрамывать
Hog,"Большой свин, боров"
Hoist,Поднимать
Hold back,Сдерживать
Hold on,Оставаться на линии
Hold on,Держаться
Hold up,"Задержать, затормозить"
Hole,Дыра
Holler,"Крикнуть, окликнуть"
Hollow,Полый
Holy,"Святой, священный"
Homeland,Родина
Homicide,Убийство
Honest,Честный
Honey,Мёд
Honor (honour),"Честь, чтить"
Hood,"Капот, кожух"
Hood,Капюшон
Hoof,Копыто
Hook,"Крюк, зацеплять"
Hook up,Потрахаться
Hook up,"Подключить, смонтировать"
Hoop,"Обруч, обод"
Hop,"Прыгать, скакать"
Hopeful,Внушающий надежды
Horizon,"Горизонт, кругозор"
Horn,Рог
Horrible,"Ужасный, отвратительный"
Horrify,Ужасать
Horseback,Верхом
Hose,Шланг
Hospitality,Гостеприимство
Host,"Хозяин, быть хозяином"
Host,Множество
Hostage,Заложник
Hostile,"Враждебный, неприязненный"
Hound,"Охотничья собака, об. гончая"
Household,"Домашний, домохозяйство"
Housewife,Домохозяйка
Hover,"Зависнуть, парить"
Howl,Выть
Huddle,"Столпиться, скучиться"
Hue,"Цвет, оттенок"
Hug,"Объятие, обнимать"
Huge,Огромный
Hull,"Корпус, оболочка"
Hum,"Гудеть, жужжать"
Humble,"Скромный, смиренный"
Humid,Влажный
Humiliate,Унижать
Hump,Горб
Hunch,"Горб, горбиться"
Hunch,"Догадка, предчуствие"
Hunger,Голод
Hunk,"Ломоть, лакомый кусок"
Hurdle,Препятствие
Hurl,"Метать, бросать с силой"
Hurricane,Ураган
Hurry,"Спешить, торопиться"
"Hurt (hurt, hurt)",Причинять боль или болеть
Hush,Молчать
Hustle,"Толкаться, торопиться"
Hustle,Нечестно добыть (амер.)
Hut,"Хижина, лачуга, барак"
Hydrogen,Водород
Hypocrite,Лицемер
Id,Удостоверение личности
Idle,"Праздный, бездействующий"
Ignite,Воспламеняться
Ignorant,Невежественный
Ill,Больной
Ill,"Дурной, нехороший"
Illicit,"Незаконный, запрещённый"
Illuminate,Освещать
Image,"Изображение, образ"
Imagine,Вообразить
Immediate,"Немедленный, непосредственный"
Immense,Огромный
Immerse,Погружаться (в т. ч. перен)
Imminent,Неизбежный
Impact,"Воздействие, удар"
Impair,"Ухудшать, ослаблять и т.д."
Impede,Затруднять
Impending,"Предстоящий, грозящий"
Imperative,"Обязательный, необходимый"
Implement,Осуществлять
Implicate,Указать на причастность
Implicit,"Подразумеваемый, неявный"
Imply,Подразумевать
Importance,Важность
Impose,"Навязывать, налагать"
Imposing,"Внушительный, импозантный"
Impress,Впечатлить
Imprint,"Отпечаток, отпечатывать"
Improve,Улучшить
In a row,Подряд
In advance,Заранее
In charge,Во главе
In spite of,Несмотря на
Incentive,"Стимул, мотив"
Inch,Дюйм
Incidence,"Частотность, распространённость"
Incline,"Наклонять, склонять (втч. перен)"
Incoming,Входящий
Incorporate,"Вобрать, соединить"
Increase,"Увеличивать(ся), увеличение"
Incredible,Невероятный
Incumbent,Возложенный
Incur,"Навлечь, повлечь"
Indicate,"Указывать, означать"
Indifferent,Безразличный
Indigenous,"Коренной, местный"
Induce,"Вызывать, побуждать"
Indulge,"Баловать, потворствовать"
Inevitable,Неизбежный
Inexplicable,Необъяснимый
Infamous,"Печально известный, постыдный"
Infant,Ребёнок
Infantry,Пехота
Infect,Заражать
Infer,Делать вывод
Inferior,Низший
Infinite,Бесконечный
Inflame,Разжигать (в осн. перен.)
Inflate,Надувать
Inflict,"Причинять, наносить"
